"id"	"date"	"price"	"bedrooms"	"bathrooms"	"sqft_living"	"sqft_lot"	"floors"	"waterfront"	"condition"	"grade"	"sqft_above"	"sqft_basement"	"yr_built"	"zipcode"	"lat"	"long"	"sqft_living15"	"sqft_lot15"
2391600555	"6/30/2014"	406500	2	1	870	5750	1	0	4	7	870	0	1947	98116	47.5637	-122.395	1100	5750
4083302370	"3/13/2015"	775000	5	1	1860	3040	1.5	0	3	7	1530	330	1921	98103	47.6559	-122.339	1910	3600
7548301041	"6/23/2014"	345000	3	1.5	1420	1192	2	0	3	8	1140	280	2008	98144	47.5881	-122.304	1340	1213
5332200405	"6/2/2014"	965000	4	2.5	2460	5000	2	0	5	8	1620	840	1938	98112	47.6282	-122.293	2320	5000
3179100435	"7/15/2014"	641000	2	1	1420	5332	1	0	3	8	1070	350	1953	98105	47.6694	-122.275	2400	5406
9828200187	"4/29/2015"	370000	2	1	750	2020	1	0	3	7	750	0	1908	98122	47.6175	-122.301	1630	2383
5151200290	"5/12/2014"	3e+05	2	1.75	1360	8100	1	0	3	7	860	500	1975	98177	47.7295	-122.359	1830	6766
871001735	"9/11/2014"	650000	4	2.25	1910	5120	1	0	3	8	1300	610	1954	98199	47.6534	-122.409	1810	5153
3550800040	"11/14/2014"	223000	3	1	940	7980	1	0	3	6	940	0	1961	98146	47.5107	-122.345	1050	7980
6373000187	"9/18/2014"	497000	3	2.25	1460	1353	2	0	3	8	1050	410	2012	98116	47.5774	-122.412	1690	3776
2804600005	"12/19/2014"	1050000	3	2	2090	4077	1.5	0	4	8	1530	560	1931	98112	47.6433	-122.3	2010	4132
9136103026	"3/5/2015"	539000	3	1.75	1380	3225	1	0	4	7	940	440	1915	98103	47.6652	-122.338	1250	3750
1997200245	"7/14/2014"	540000	2	1.75	1460	4800	1	0	5	7	850	610	1950	98103	47.6928	-122.339	2050	5592
5700002285	"10/16/2014"	495000	4	1.75	2040	3570	1	0	4	7	1020	1020	1917	98144	47.5754	-122.288	1790	4206
3395040550	"4/29/2015"	320000	3	2.5	1530	2890	2	0	3	7	1530	0	2001	98108	47.5434	-122.293	1540	2890
809002610	"7/18/2014"	485000	4	1	1150	2560	1.5	0	3	7	1150	0	1909	98109	47.6368	-122.355	1890	3000
9828201745	"5/4/2015"	615000	2	1.5	880	2400	1.5	0	3	7	880	0	1929	98122	47.6144	-122.295	1220	4440
6382500020	"8/5/2014"	690000	4	2	1760	7800	1	0	3	8	1760	0	1954	98117	47.6945	-122.38	1950	7800
5101404555	"10/6/2014"	290000	2	1	1020	6380	1	0	3	7	1020	0	1930	98115	47.6971	-122.317	1380	6380
5700003221	"12/10/2014"	1075000	4	2.75	2990	7389	1.5	0	4	8	2090	900	1923	98144	47.5711	-122.284	2510	6157
3423600065	"6/4/2014"	540000	3	1	1050	4160	1	0	4	7	1050	0	1925	98115	47.6756	-122.3	1580	3680
3448002267	"4/28/2015"	385000	3	1.75	1340	3850	1	0	4	7	1340	0	1960	98125	47.7134	-122.292	1540	7645
9268200315	"8/28/2014"	456000	3	2	1870	8442	1.5	0	5	7	1060	810	1927	98117	47.6964	-122.365	1640	6174
2303900100	"9/11/2014"	3800000	3	4.25	5510	35000	2	0	3	13	4910	600	1997	98177	47.7296	-122.37	3430	45302
1773101050	"2/20/2015"	290000	3	1	960	4560	1	0	4	7	960	0	1968	98106	47.5539	-122.365	970	4800
6141600179	"11/12/2014"	376000	3	2.25	1470	9140	2	0	3	7	1470	0	1982	98133	47.7162	-122.349	1400	8204
1923300170	"1/9/2015"	629000	5	2	2050	3000	1.5	0	3	7	1470	580	1912	98103	47.6864	-122.352	1560	4500
3126049415	"4/7/2015"	388000	3	1.75	1350	2325	3	0	3	7	1350	0	1999	98103	47.6965	-122.35	1520	1652
9550202010	"7/10/2014"	775000	6	2.75	2980	5000	1.5	0	3	7	2480	500	1916	98103	47.6684	-122.331	1470	5000
1370803925	"9/3/2014"	535000	2	2	1510	5133	1.5	0	3	7	1510	0	1939	98199	47.6415	-122.401	1470	6000
7972601995	"6/16/2014"	245000	2	1	1200	4880	1	0	3	6	980	220	1943	98106	47.5276	-122.346	1040	4880
8068000305	"11/4/2014"	241000	3	1	1150	10000	1	0	3	6	1000	150	1951	98178	47.5075	-122.262	1340	10000
1931300175	"7/2/2014"	575000	4	2	1660	4800	1.5	0	3	7	1660	0	1922	98103	47.6556	-122.345	1660	4800
4077800029	"10/27/2014"	630000	4	1.75	1930	10210	1.5	0	3	8	1670	260	1941	98125	47.7078	-122.277	2730	6600
1102000196	"5/27/2014"	477000	4	2.75	1720	6270	2	0	3	8	1720	0	1978	98118	47.5458	-122.268	2130	8700
5014000120	"6/17/2014"	430000	3	1	980	7200	1	0	4	7	980	0	1950	98116	47.5718	-122.395	1180	6572
3332500095	"10/7/2014"	399000	3	2.5	1800	3300	2	0	3	7	1690	110	2004	98118	47.5491	-122.276	1570	3902
9284800085	"4/20/2015"	426000	3	2.5	2210	5750	2	0	3	7	1710	500	1914	98106	47.5525	-122.366	1350	5750
2771604370	"9/26/2014"	460000	3	1.75	1300	4000	1	0	3	7	900	400	1953	98199	47.6368	-122.388	1750	4000
4302700425	"2/13/2015"	425000	5	2.75	2110	5120	2	0	3	7	1870	240	1947	98106	47.5294	-122.357	1580	5120
4443800960	"4/8/2015"	520000	3	1.75	1280	3880	1.5	0	5	7	1280	0	1916	98117	47.6871	-122.391	980	3880
3585900500	"4/2/2015"	1525000	4	4.25	4720	21000	3	0	5	11	4720	0	1971	98177	47.7591	-122.376	3010	20000
6392002635	"6/12/2014"	594000	4	1.75	1870	5200	2	0	4	7	1200	670	1937	98115	47.6843	-122.283	1790	5000
7410200431	"8/6/2014"	430000	3	3.25	1550	1444	3	0	3	8	1550	0	2006	98115	47.6767	-122.291	1550	1444
1370803640	"8/20/2014"	619790	3	1.75	1040	5097	1	0	4	7	800	240	1944	98199	47.6385	-122.401	1630	5097
2125049131	"7/29/2014"	680000	3	1.75	1620	5500	1	0	3	7	1110	510	1950	98112	47.6393	-122.308	2100	6500
3969300030	"12/29/2014"	239900	4	1	1000	7134	1	0	3	6	1000	0	1943	98178	47.4897	-122.24	1020	7138
7228500375	"2/10/2015"	430000	4	2	1990	4740	1	0	3	7	1080	910	1926	98122	47.6112	-122.303	1560	2370
1498302774	"5/20/2014"	271310	2	1	870	5340	1.5	0	2	6	870	0	1906	98144	47.5849	-122.302	1190	4440
9530101290	"11/10/2014"	7e+05	3	2	1940	4500	1	0	3	7	1090	850	1926	98107	47.6659	-122.359	1700	4500
2895800640	"9/17/2014"	239800	2	1.75	1290	1493	2	0	3	8	1290	0	2014	98106	47.5171	-122.346	1410	1875
3797001920	"7/2/2014"	310000	2	1	700	3000	1	0	4	6	700	0	1918	98103	47.6846	-122.346	1560	4500
3277801448	"3/12/2015"	280000	3	2	1020	889	2	0	3	7	720	300	2009	98126	47.5434	-122.375	1130	972
7284900098	"9/24/2014"	705000	3	2.5	2820	7200	1	0	3	9	1780	1040	1979	98177	47.7691	-122.388	2300	7200
3942900010	"3/5/2015"	380000	4	2	1710	9996	1	0	3	7	1710	0	1950	98108	47.5472	-122.3	1550	6768
9212900820	"8/28/2014"	393820	2	2	1170	8251	1	0	3	7	1170	0	1941	98115	47.6873	-122.291	1360	6798
1294300038	"7/11/2014"	450000	3	2.5	1810	914	3	0	3	8	1380	430	2008	98116	47.5732	-122.387	1810	914
7132300042	"10/28/2014"	247300	2	2	1140	1118	2	0	3	7	1040	100	2009	98144	47.596	-122.311	1140	1118
3702900165	"11/4/2014"	295000	1	1	520	5600	1	0	3	6	520	0	1918	98116	47.5579	-122.395	1030	5265
3009800015	"4/22/2015"	502501	2	1	1100	4750	1	0	3	7	1100	0	1946	98116	47.5772	-122.381	1830	4750
5693500760	"7/7/2014"	570000	3	1	1890	3330	1.5	0	4	7	1390	500	1901	98103	47.6597	-122.352	1530	3330
9547201850	"7/23/2014"	420000	2	1.75	1060	4182	2	0	3	7	1060	0	1977	98115	47.6787	-122.308	1760	4590
6821600300	"3/18/2015"	886000	3	2.25	2380	6000	2	0	5	9	1650	730	1931	98199	47.6472	-122.393	2000	6000
1826049362	"6/11/2014"	515000	3	2.5	3370	19585	2	0	3	7	3200	170	1951	98133	47.7388	-122.339	1730	9430
3426049284	"8/19/2014"	2300000	4	3.25	4110	15929	2	1	3	12	2720	1390	2001	98115	47.6934	-122.271	2640	15929
7518502030	"11/17/2014"	410000	4	2	1900	5100	1	0	3	6	950	950	1914	98117	47.6767	-122.38	1230	5100
13001991	"9/2/2014"	207000	3	2.5	1520	2550	2	0	3	7	1520	0	2005	98108	47.5245	-122.33	1460	2550
6895300050	"10/2/2014"	529900	5	2.25	3030	9430	2	0	4	8	2600	430	1961	98133	47.7515	-122.353	2230	8425
9530101670	"6/23/2014"	525000	2	1	1080	3500	1	0	3	7	1080	0	1924	98103	47.6667	-122.356	1790	4000
3735900205	"4/2/2015"	793000	4	2.5	2450	4080	1.5	0	4	8	1490	960	1930	98115	47.6899	-122.319	2000	4080
1524039043	"7/25/2014"	629000	3	2	1510	4560	2	0	4	7	1510	0	1909	98116	47.5689	-122.408	1990	5000
4229400015	"5/7/2015"	570000	3	1	1030	4089	1.5	0	3	7	1030	0	1927	98116	47.574	-122.385	1440	4917
4410600100	"12/4/2014"	325088	4	1	1400	6739	1	0	3	7	1000	400	1954	98108	47.5402	-122.298	1500	6380
9828701508	"5/20/2014"	772000	3	2.25	1640	1204	3	0	3	8	1640	0	2014	98112	47.6196	-122.297	1630	3136
2491200330	"9/18/2014"	460000	3	2.5	1690	5131	1	0	3	7	1690	0	1941	98126	47.5234	-122.38	860	5137
4218400005	"1/30/2015"	1285000	3	2.25	2440	9200	1	0	4	8	2440	0	1950	98105	47.6629	-122.269	2750	6211
3213200180	"5/5/2015"	700180	2	1.75	1530	4387	1	0	3	8	1020	510	1952	98115	47.6726	-122.264	1870	5029
7600125	"12/18/2014"	630000	5	1	3020	4800	2	0	3	7	3020	0	1901	98122	47.6025	-122.313	1350	1307
4310702759	"3/12/2015"	326000	2	1.5	1030	798	3	0	3	8	1030	0	2008	98103	47.6975	-122.34	1020	1026
7465900060	"2/5/2015"	425000	3	1	1010	5864	1	0	3	7	1010	0	1915	98116	47.5733	-122.381	1290	5000
1072100085	"5/14/2014"	310000	3	1	1480	7830	1	0	3	7	1480	0	1952	98133	47.7703	-122.336	1450	7830
4232900310	"10/29/2014"	1430000	5	4.25	3350	3600	2	0	3	10	2260	1090	2014	98119	47.6351	-122.364	1810	3600
5680000260	"5/12/2015"	385000	3	1	810	4600	1	0	3	6	810	0	1918	98144	47.5712	-122.316	1520	4800
9324800650	"4/27/2015"	587450	3	2.25	2190	8775	1.5	0	4	8	2190	0	1927	98125	47.7303	-122.287	1910	8145
1377300135	"10/17/2014"	570000	2	1	1100	6240	1	0	4	7	1100	0	1941	98199	47.6446	-122.403	1250	6240
5100403818	"2/20/2015"	369500	3	2	1108	1128	3	0	3	7	1108	0	2009	98115	47.6961	-122.318	1285	1253
5511600315	"2/18/2015"	575000	2	1.5	1400	5810	2	0	3	7	1400	0	1940	98103	47.6843	-122.341	1470	3920
3438500430	"5/21/2014"	270000	3	1.75	1390	10905	1	0	3	6	860	530	1957	98106	47.5517	-122.36	1390	10839
626049058	"5/4/2015"	275000	5	2.5	2570	17234	1	0	3	7	1300	1270	1959	98133	47.7753	-122.355	1760	7969
9834200411	"11/13/2014"	390000	3	1	950	3621	1	0	4	6	950	0	1947	98144	47.575	-122.289	1540	4080
4058802335	"11/25/2014"	326000	4	1.75	2290	7380	1	0	3	7	1390	900	1963	98178	47.5034	-122.245	1170	7381
6821600265	"3/5/2015"	425000	2	1	1270	6000	1	0	3	7	1270	0	1939	98199	47.6482	-122.393	1770	6000
3271800295	"2/3/2015"	1569500	5	4.5	5620	5800	3	0	3	11	4700	920	1999	98199	47.6482	-122.412	2360	5800
9523100731	"9/30/2014"	580000	3	2.5	1620	1171	3	0	3	8	1470	150	2008	98103	47.6681	-122.355	1620	1505
8944550140	"5/19/2014"	433500	3	2.5	2200	3360	2	0	3	8	2200	0	2009	98118	47.5418	-122.287	2130	3423
9385200055	"9/12/2014"	650000	3	3.25	1510	2000	2	0	3	9	1330	180	2001	98116	47.5815	-122.402	1510	1352
3298701070	"2/25/2015"	180000	3	1	1090	6771	1.5	0	3	7	1090	0	1929	98106	47.5177	-122.353	1230	4662
455000760	"3/11/2015"	685000	3	2	2500	6733	1	0	3	8	1770	730	1979	98107	47.6691	-122.36	1770	6343
4447300008	"9/23/2014"	530000	3	1.5	1950	1963	3	0	3	8	1950	0	2002	98117	47.6904	-122.397	1590	2028
7972604425	"4/1/2015"	210750	4	1.5	1840	7076	1.5	0	3	7	1840	0	1957	98106	47.5185	-122.345	1510	7320
7694200430	"6/25/2014"	328423	3	2.5	1730	3600	2	0	3	8	1730	0	2014	98146	47.5019	-122.34	2030	3600
3352401037	"1/8/2015"	224000	3	1.75	1760	6300	1	0	3	7	1060	700	1963	98178	47.5003	-122.26	1340	7300
3438500790	"9/20/2014"	318500	5	1.75	1550	6986	1	0	3	7	1030	520	1978	98106	47.5503	-122.356	1550	6986
7165700200	"6/5/2014"	275000	3	3	1390	1080	2	0	3	7	1140	250	2006	98118	47.5323	-122.281	1450	1081
4385701440	"9/26/2014"	765000	2	1.75	1660	4000	1	0	3	7	990	670	1940	98112	47.6394	-122.28	2070	4000
871001500	"6/23/2014"	735000	4	2.25	2270	5102	1	0	5	8	1340	930	1954	98199	47.6528	-122.408	1800	5102
1532300155	"9/16/2014"	425000	4	1	1080	6095	1.5	0	4	6	1080	0	1924	98103	47.6962	-122.346	1200	5060
290000075	"2/25/2015"	550000	3	1	1260	6000	1	0	3	7	1260	0	1951	98146	47.5058	-122.384	2020	6600
2436700800	"5/16/2014"	620000	3	2.25	1720	4000	1.5	0	4	7	1450	270	1921	98105	47.6683	-122.286	1410	4000
726049232	"6/23/2014"	350000	3	1.75	1660	10150	1.5	0	3	7	1660	0	1957	98133	47.7512	-122.342	1640	8906
405100295	"8/26/2014"	265000	3	1.75	1420	8250	1	0	3	7	1420	0	1954	98133	47.7535	-122.354	1740	8000
272000320	"11/5/2014"	398000	3	1.5	1310	2996	2	0	3	7	1310	0	1998	98144	47.5879	-122.299	1310	2997
7663700968	"5/28/2014"	565000	7	4.5	4140	9066	1	0	3	7	2070	2070	1978	98125	47.7302	-122.291	1440	1865
2770601365	"2/24/2015"	473000	2	1	940	4000	1	0	3	6	720	220	1942	98199	47.6488	-122.385	1180	6000
1338800280	"9/29/2014"	1457000	4	1.5	2650	6900	2	0	4	9	2400	250	1909	98112	47.6275	-122.305	2420	6900
3226049466	"12/19/2014"	340000	2	1.75	1880	7208	1	0	3	7	940	940	1951	98115	47.6946	-122.328	1880	8051
6383500295	"8/15/2014"	9e+05	4	2.75	3950	10214	1	0	3	10	2050	1900	1955	98117	47.6969	-122.384	3130	8608
9455200570	"12/17/2014"	632000	6	2.5	2560	8320	1	0	3	7	1370	1190	1961	98125	47.7021	-122.287	2360	7800
3438502066	"4/8/2015"	229000	4	1	1320	5000	1.5	0	3	7	1320	0	1928	98106	47.5457	-122.363	1640	5164
6145600955	"12/24/2014"	329000	4	1	1120	3844	1	0	3	7	1120	0	1972	98133	47.7038	-122.352	1480	3844
6126601380	"2/22/2015"	490000	2	1	1760	5250	1	0	4	7	1000	760	1951	98126	47.5577	-122.379	1760	5400
3524039228	"7/23/2014"	394000	3	2	1160	3441	1	0	4	6	580	580	1930	98136	47.5314	-122.392	1160	4000
7128300500	"12/30/2014"	495000	3	2.25	2100	3000	2	0	3	7	2100	0	1996	98144	47.595	-122.306	1650	4500
225039175	"5/13/2014"	525000	5	3	2450	4591	2	0	3	7	2450	0	1994	98117	47.6828	-122.388	1060	5500
7387500235	"5/15/2014"	340000	3	1.75	1960	8136	1	0	3	7	980	980	1948	98106	47.5208	-122.364	1070	7480
7130300170	"3/26/2015"	552000	4	2.75	3160	8429	1	0	4	7	1620	1540	1982	98178	47.511	-122.251	1760	6780
5207200360	"9/3/2014"	420000	2	1	930	5368	1	0	4	7	930	0	1953	98115	47.6952	-122.275	1770	6000
7972601680	"3/23/2015"	290000	3	1	910	7620	1	0	3	7	910	0	1971	98106	47.5278	-122.343	1660	7620
9528101032	"3/25/2015"	6e+05	3	3	1520	1800	3	0	3	7	1520	0	2003	98115	47.6822	-122.326	1520	1500
3810000455	"9/8/2014"	340000	4	2.25	NA	NA	1	0	3	7	1300	760	1960	98178	47.4984	-122.23	1990	7383
3438503045	"1/20/2015"	165000	2	1	780	6380	1	0	3	6	780	0	1947	98106	47.5423	-122.351	1270	6960
7137300245	"4/29/2015"	475000	3	1.75	1340	2805	1.5	0	3	7	1340	0	1919	98144	47.5922	-122.297	1650	2805
2171400218	"4/16/2015"	245000	4	1.5	1280	8000	1	0	3	6	1280	0	1960	98178	47.4949	-122.255	1420	8211
1732800175	"6/30/2014"	850000	3	2.5	2650	2387	2	0	3	8	1830	820	1920	98119	47.6315	-122.362	1870	2216
7812800681	"1/2/2015"	166000	2	1	870	8487	1	0	4	6	870	0	1944	98178	47.4955	-122.239	1350	6850
7899800860	"3/19/2015"	259950	2	2	1070	649	2	0	3	9	720	350	2008	98106	47.5213	-122.357	1070	928
9521101315	"5/1/2015"	6e+05	3	1	1310	5000	1.5	0	3	7	1310	0	1906	98103	47.6624	-122.347	1530	4800
2877104265	"4/15/2015"	1062000	4	2.75	2720	4000	1.5	0	5	8	1840	880	1928	98117	47.6797	-122.359	1600	4000
2919201095	"3/27/2015"	540000	3	1	1270	3840	1.5	0	3	7	1270	0	1926	98103	47.6896	-122.357	1270	4175
6632300040	"4/25/2015"	327000	2	1	1140	7435	1	0	3	7	1140	0	1952	98125	47.73	-122.31	1320	9385
5457300478	"5/13/2015"	453500	2	1.75	1000	1760	1	0	4	6	600	400	1924	98109	47.6261	-122.355	2120	2802
6329000380	"6/19/2014"	319950	2	1	920	8341	1	0	3	7	920	0	1939	98146	47.5015	-122.38	2330	9792
8165100035	"12/3/2014"	245560	2	1.5	1260	9693	1	0	3	7	1260	0	1957	98177	47.7775	-122.365	1800	9693
8820900029	"6/10/2014"	7e+05	5	2.75	3100	9825	2	0	4	8	3100	0	1950	98125	47.7188	-122.281	2120	8400
9834200885	"4/20/2015"	550000	4	2.5	2080	4080	1	0	5	7	1040	1040	1962	98144	47.572	-122.29	1340	4080
4112100165	"3/17/2015"	475000	3	3	2010	2554	2	0	3	7	1860	150	2001	98118	47.5525	-122.269	1370	5100
2767604712	"9/19/2014"	437500	3	2.5	1260	1125	3	0	3	8	1260	0	2002	98107	47.6706	-122.381	1360	1250
1781500435	"8/20/2014"	260000	3	1.75	1580	7344	1	0	5	7	1580	0	1911	98126	47.5256	-122.38	1580	6207
4217402162	"7/25/2014"	1185000	3	2.25	2390	7875	1	0	3	10	1980	410	1948	98105	47.6515	-122.278	3720	9075
3935900030	"7/30/2014"	775000	5	2	3540	9970	2	0	3	9	3540	0	1970	98125	47.7108	-122.277	2280	7195
1257201375	"12/2/2014"	550000	3	2	1650	3952	2	0	3	7	1650	0	1950	98103	47.6727	-122.33	1210	4560
6190701146	"4/15/2015"	520500	6	2.5	1880	14350	1	0	5	7	1640	240	1955	98133	47.7556	-122.352	1510	9840
3278605550	"6/9/2014"	365000	3	2.5	1800	2700	2	0	3	8	1800	0	2011	98126	47.5458	-122.369	1580	2036
9422400035	"9/12/2014"	477500	2	2	2090	6000	2	0	3	7	2090	0	1918	98116	47.5732	-122.413	1600	5400
7663700783	"6/13/2014"	369500	3	1.5	1650	9957	1	0	4	7	1100	550	1961	98125	47.7303	-122.298	1650	7957
7550800015	"7/14/2014"	550000	3	1.75	1410	5000	1	0	4	7	810	600	1923	98107	47.6727	-122.395	1760	5000
3126049052	"3/18/2015"	551000	4	1.75	2040	6348	1	0	3	7	1020	1020	1962	98103	47.6964	-122.336	1770	5047
2695600375	"11/10/2014"	354000	2	1	850	5225	1	0	3	7	850	0	1949	98126	47.5311	-122.38	1230	5225
5693501100	"7/31/2014"	640000	3	3	1560	1466	3	0	3	8	1560	0	2006	98103	47.6604	-122.352	1530	2975
5418500650	"3/25/2015"	586000	4	2.25	1930	8338	1	0	3	8	1930	0	1968	98125	47.7026	-122.285	2280	7616
871000435	"5/9/2015"	812000	4	2	2380	6122	1	0	4	8	1310	1070	1949	98199	47.6506	-122.405	1810	5202
4077800593	"9/15/2014"	355000	3	1	1360	8968	1	0	3	7	1360	0	1956	98125	47.7105	-122.289	1490	7355
8128700005	"11/19/2014"	249000	4	1	1200	7552	1	0	3	6	1060	140	1919	98126	47.5317	-122.37	1580	7680
3735900325	"4/27/2015"	485000	2	1	1080	4080	1	0	3	8	1080	0	1948	98115	47.6899	-122.32	1890	4080
9828201885	"8/22/2014"	812000	3	2.5	2040	4559	2	0	3	9	2040	0	1998	98122	47.6156	-122.295	1500	4500
6021503707	"1/20/2015"	352500	2	2.5	980	1010	3	0	3	8	980	0	2008	98117	47.6844	-122.387	980	1023
2608300103	"1/26/2015"	225000	3	2.5	1020	2040	2	0	3	7	720	300	2004	98106	47.5294	-122.361	1060	1478
475001235	"8/8/2014"	870000	5	4	3400	5000	2	0	3	8	2320	1080	1900	98107	47.6655	-122.363	1910	5000
826000495	"2/6/2015"	557510	4	2	1580	4800	1.5	0	3	7	1580	0	1912	98136	47.5454	-122.383	1580	4800
2767604425	"1/29/2015"	535000	3	3.25	1430	1276	3	0	3	8	1430	0	2007	98107	47.6712	-122.38	1430	1243
3528900401	"7/1/2014"	1640000	3	3.25	3140	5445	2	0	4	10	2240	900	1913	98109	47.6406	-122.347	2950	5250
2025049175	"1/5/2015"	755000	2	2.5	1360	2070	2	0	3	8	1360	0	1999	98102	47.6423	-122.329	1920	2092
9126101121	"4/7/2015"	521500	3	2.25	1450	1619	2	0	3	8	1140	310	2006	98122	47.6076	-122.304	1580	3472
4317700085	"1/22/2015"	535000	4	1	1660	10656	1.5	0	4	7	1180	480	1920	98136	47.5391	-122.385	1120	8816
7625703065	"6/4/2014"	375000	2	1	820	6250	1	0	4	5	820	0	1922	98136	47.5479	-122.384	1300	6250
125039025	"6/11/2014"	530000	3	1.75	1550	3680	1	0	3	7	1050	500	1927	98117	47.6817	-122.36	1560	4000
4365700130	"3/25/2015"	210000	3	1	1660	7440	1	0	3	7	1270	390	1957	98106	47.5242	-122.362	1540	7440
2291401115	"11/25/2014"	349950	1	1	1230	9300	1.5	0	4	6	1230	0	1918	98133	47.7055	-122.348	1190	6820
6738700320	"4/14/2015"	1249000	4	3.5	3190	6000	1.5	0	4	9	2410	780	1912	98144	47.5846	-122.29	2840	4000
6837700170	"9/3/2014"	375000	2	1	1010	4050	1	0	3	7	1010	0	1950	98116	47.5838	-122.382	2310	5000
4302200336	"7/7/2014"	3e+05	3	1	930	5160	1.5	0	5	6	930	0	1919	98106	47.5256	-122.357	1060	5160
7952800010	"5/19/2014"	475000	4	2.5	3060	10043	1	0	4	8	1700	1360	1968	98133	47.7387	-122.337	1630	8296
7972604001	"7/18/2014"	354000	5	1.75	1830	7986	1	0	4	7	1060	770	1962	98106	47.5208	-122.35	1410	7260
3383900058	"11/18/2014"	580000	3	3.25	1490	857	3	0	3	8	1220	270	2001	98102	47.6357	-122.324	1550	1092
534000080	"6/11/2014"	333000	2	1	720	6686	1	0	3	6	720	0	1942	98117	47.7003	-122.362	1200	6686
6821101895	"5/7/2015"	680000	2	1	2140	6000	1	0	4	7	1070	1070	1946	98199	47.651	-122.399	1560	6000
9828701608	"9/15/2014"	525000	3	2.5	1740	2350	2	0	3	8	1120	620	1996	98112	47.6206	-122.297	1750	3802
2484200171	"7/14/2014"	575000	4	1.5	2810	7140	1	0	3	8	1490	1320	1954	98136	47.5252	-122.382	2240	6825
3331001995	"1/23/2015"	509990	3	2	1440	4859	2	0	2	6	1440	0	1921	98118	47.5503	-122.285	1360	4558
8901500178	"10/30/2014"	7e+05	4	2.25	2440	9450	1.5	0	3	7	2440	0	1947	98125	47.7061	-122.307	1720	7503
